Coin Name,Symbol,Launch Date,Token Address,Current Price (USD),Market Cap (USD),Trading Volume (24h),Circulating Supply,Total Supply,Price Change (24h),All-Time High (Price),All-Time Low (Price),Number of Holders,Transactions Count,Token Liquidity (USD),Returns (%)
MoonPug,$CHAD,2023-08-20,addr108,0.0091,142617,47923,59276129,98704065,11.8,0.0021,0.0056,4514,33244,54223,-62.5
LOLToken,$SOLDOG,2022-11-20,addr400,0.0008,192289,42283,55942081,149596271,3.56,0.0123,0.0055,6281,30192,54430,123.64
LOLToken,$SWOLEDOGE,2022-12-15,addr546,0.0044,135691,23374,142394825,158895312,15.63,0.0132,0.0091,9210,43781,96610,45.05
FlokiSol,$CHAD,2022-12-25,addr86,0.0049,402070,27541,109388134,93193203,-3.43,0.0071,0.005,8002,7405,70366,42.0
PugInu,$PEPEMOON,2023-08-01,addr610,0.0092,278057,40659,54044192,138146806,-2.6,0.0057,0.001,14907,43945,95142,470.0
WoofSol,$MOONPUG,2021-04-05,addr59,0.0072,234897,20232,147482922,292509748,10.15,0.0148,0.005,12105,5902,30717,196.0
JokeSol,$GIGGLE,2023-03-30,addr980,0.002,390911,30418,182154637,118151151,13.87,0.0133,0.0062,8585,38474,48471,114.52
MoonPug,$SWOLEDOGE,2023-01-05,addr234,0.0083,157544,42419,193774354,120569926,2.68,0.0128,0.0088,14953,49244,90903,45.45
FlokiSol,$MEMEFLARE,2022-11-20,addr392,0.0034,321422,25952,197764129,154966865,16.35,0.0041,0.006,9171,33660,37373,-31.67
WoofSol,$SWOLEDOGE,2022-06-25,addr208,0.0071,103207,35511,129635066,229858797,13.31,0.0051,0.0085,13333,31876,87785,-40.0
SolCheems,$PEPEMOON,2023-03-30,addr279,0.0036,184077,5908,181927017,216804918,15.67,0.0103,0.0089,12304,6665,42736,15.73
JokeSol,$MOONWAG,2022-08-15,addr395,0.0014,202018,20890,162308593,257310092,-8.58,0.0165,0.0027,11049,35481,97888,511.11
ShibaSol,$LOL,2023-04-10,addr771,0.0054,478889,17525,128371177,176646012,3.35,0.0058,0.0033,14983,30921,92967,75.76
SolCheems,$SHIBALIGHT,2022-12-15,addr507,0.0048,454871,6060,153782070,278648614,12.65,0.0013,0.008,6351,31816,19479,-83.75
SolDog,$MOONPUG,2022-08-15,addr983,0.0095,463242,17518,121982253,114645152,19.59,0.0011,0.0065,9496,29730,76644,-83.08
ShibaSol,$LOL,2023-03-14,addr694,0.0033,248524,19263,142278140,146645297,-4.62,0.0074,0.008,13747,21751,39361,-7.5
ChadCoin,$SHIBA,2023-09-05,addr662,0.009,137951,32678,51485600,215935695,19.54,0.0125,0.0059,9230,20955,30611,111.86
MemeFlare,$PEPEMOON,2022-08-15,addr325,0.0062,185982,6500,147933020,185809272,-9.11,0.0082,0.0032,6819,35218,55135,156.25
WoofSol,$PEPEMOON,2023-01-05,addr206,0.0096,57917,43429,195658484,91674213,16.5,0.0086,0.0012,14889,21526,71026,616.67
PepeSol,$CHEEMS,2022-08-15,addr705,0.0061,133921,38605,160458065,196944255,17.19,0.0064,0.0035,10496,37012,66629,82.86
MeowInu,$GIGGLE,2023-04-10,addr880,0.0038,424465,42651,118657481,98877675,-0.63,0.0027,0.0092,10128,13113,87211,-70.65
PugInu,$MOONPUG,2023-01-18,addr506,0.0077,459677,30151,114980125,259736555,17.1,0.0167,0.003,3678,32307,86226,456.67
ShibaSol,$MOONWAG,2023-02-12,addr472,0.009,390180,28472,138273124,185106281,-8.29,0.0045,0.0091,13054,46913,97185,-50.55
MeowInu,$PUGINU,2022-12-15,addr653,0.0051,193623,34282,164223677,285246348,7.22,0.0173,0.0081,11491,45188,89091,113.58
ChadCoin,$MOONPUG,2023-03-30,addr899,0.0024,109688,38236,108665645,169284480,-9.9,0.0056,0.0098,12286,36795,27700,-42.86
WoofSol,$SHIBA,2023-08-20,addr980,0.0033,186443,32534,81447787,298178670,0.32,0.0015,0.004,4141,48718,13095,-62.5
MoonWag,$SOLDOG,2022-09-10,addr392,0.0013,411592,21317,126475242,298262715,18.4,0.0097,0.0093,13409,40634,73503,4.3
PugInu,$WOOFSOL,2023-08-01,addr325,0.0055,82226,11755,152688542,175475668,13.3,0.019,0.0079,14344,28717,43977,140.51
FlokiSol,$SHIBALIGHT,2022-12-25,addr294,0.0033,274854,7303,52705451,263009816,5.86,0.0068,0.0027,6434,6976,46681,151.85
PepeMoon,$MEOW,2023-01-05,addr739,0.0008,207558,5019,170302887,197079782,2.55,0.0046,0.0052,7310,30284,20394,-11.54
ShibaSol,$SHIBA,2023-01-05,addr979,0.001,127661,17692,119872037,54594753,3.52,0.012,0.0098,6428,33666,41180,22.45
SolDog,$PEPEMOON,2022-09-10,addr780,0.0005,77883,11571,123754055,63363183,-0.65,0.015,0.0065,10374,48503,62124,130.77
SwoleDoge,$LOL,2022-12-15,addr64,0.0039,341836,26777,146401560,275740216,1.55,0.0199,0.0005,12245,23042,72967,3880.0
GiggleToken,$MOONPUG,2022-12-25,addr344,0.0086,472378,29321,172457434,158165558,7.96,0.0136,0.009,7490,7894,97666,51.11
JokeSol,$MOONWAG,2023-06-15,addr278,0.003,259997,46404,122974371,97423939,-1.46,0.0167,0.001,3920,49150,43019,1570.0
MoonWag,$SHIBALIGHT,2022-08-15,addr691,0.0071,313862,31176,197394077,115451607,-9.72,0.0075,0.0062,3655,5733,78220,20.97
SwoleDoge,$CHEEMS,2022-12-25,addr559,0.0095,322819,27015,172393843,127317170,14.67,0.0075,0.0036,14686,29683,36042,108.33
PepeMoon,$MEOW,2023-01-18,addr158,0.0033,480813,13651,69495129,95985729,2.51,0.0084,0.0097,3003,6520,80750,-13.4
PepeMoon,$JOKESOL,2022-06-25,addr456,0.0036,327489,32220,125419741,129347453,14.41,0.0055,0.0003,8913,13209,64586,1733.33
PepeSol,$MOONPUG,2022-11-20,addr882,0.0061,423463,17208,113855422,180475598,10.47,0.0148,0.0047,14963,38161,92437,214.89
ShibaSol,$JOKESOL,2021-04-05,addr126,0.001,443608,5463,173609485,225779060,6.74,0.0135,0.0015,14358,5180,47662,800.0
SolDog,$PEPE,2023-01-05,addr888,0.0053,195044,33864,130832011,141205434,12.97,0.0153,0.0011,14983,5748,57438,1290.91
SolDog,$SWOLEDOGE,2023-03-30,addr301,0.0046,181750,43763,110575909,199398651,-9.25,0.0144,0.0074,7778,20138,55980,94.59
MoonPug,$MOONPUG,2022-11-20,addr364,0.0035,165389,17732,136835060,298443157,-5.23,0.0153,0.0092,3293,20004,58189,66.3
InuSpark,$GIGGLE,2023-03-30,addr501,0.0012,445940,6795,138404540,146976794,-1.79,0.0142,0.0037,11604,37346,96146,283.78
MemeFlare,$INUSPARK,2023-04-10,addr695,0.0057,309471,33222,197383098,249749160,-4.45,0.0188,0.0097,6322,48674,41287,93.81
MemeFlare,$CHAD,2023-02-12,addr1000,0.0033,210552,48453,129908035,247076235,5.52,0.0097,0.0061,14595,5424,84096,59.02
DogeSun,$WOOFSOL,2022-12-25,addr597,0.009,62102,33358,58702616,279758247,17.72,0.0047,0.0029,3252,42733,19959,62.07
MoonPug,$PEPE,2023-09-05,addr134,0.0096,386676,23298,119101278,277099453,3.0,0.0171,0.0069,12375,13325,69730,147.83
JokeSol,$SOLDOG,2023-08-01,addr470,0.0094,483996,42499,77399576,264854772,16.32,0.0165,0.0039,6420,48219,34480,323.08
MoonPug,$JOKESOL,2023-08-01,addr69,0.0003,420413,31826,81218477,200952318,-2.33,0.0134,0.0036,12383,36310,29606,272.22
SolCheems,$SWOLEDOGE,2023-08-01,addr975,0.0046,129475,35805,159693039,237336579,-8.68,0.0195,0.0097,14932,11256,99852,101.03
FlokiSol,$CHEEMS,2023-04-10,addr143,0.0018,108270,45471,69785456,237548396,1.09,0.0118,0.0024,7797,35660,32872,391.67
GiggleToken,$PEPEMOON,2023-03-14,addr91,0.0063,253083,27395,119778138,117717783,13.96,0.0103,0.006,9163,36717,44530,71.67
MoonWag,$GIGGLE,2022-12-25,addr531,0.0016,131898,28994,94950821,273756470,-3.74,0.0041,0.0076,9535,42566,90628,-46.05
MoonWag,$INUSPARK,2023-06-15,addr206,0.0079,175357,39134,141810080,142383687,5.11,0.0088,0.0024,13089,39937,44651,266.67
SolCheems,$PUGINU,2022-12-25,addr508,0.0074,65305,15610,132430281,151594762,-6.37,0.0059,0.0083,5469,39415,99218,-28.92
DogeSun,$WOOFSOL,2023-07-10,addr420,0.0029,50754,7999,111611227,265038408,-6.44,0.0139,0.0051,13189,28496,44204,172.55
GiggleToken,$DOGESUN,2022-08-15,addr541,0.0098,306226,45111,119760563,274001029,-4.4,0.0167,0.0069,12811,6491,30557,142.03
JokeSol,$FLOKI,2022-06-25,addr684,0.0017,441605,43529,195773129,276246710,5.43,0.0084,0.0072,13801,22972,30793,16.67
WoofSol,$MOONWAG,2023-08-20,addr387,0.0028,102607,35635,188042108,299461018,10.53,0.0057,0.0089,4288,27985,99687,-35.96
PepeMoon,$PUGINU,2022-08-15,addr799,0.0088,467158,28082,67045628,189789312,-3.04,0.0136,0.0032,9813,28944,76601,325.0
SolDog,$CHEEMS,2023-01-18,addr796,0.002,400951,9224,113047173,122919978,17.9,0.0042,0.01,3110,21945,58552,-58.0
ChadCoin,$DOGESUN,2023-03-30,addr9,0.0043,322927,37251,62700111,276195853,3.93,0.0055,0.0094,9384,29836,56232,-41.49
ChadCoin,$INUSPARK,2022-04-22,addr405,0.0036,381755,34125,56961512,179282545,-5.54,0.0165,0.007,4407,15877,48319,135.71
MoonWag,$SHIBALIGHT,2022-11-20,addr683,0.0014,381100,31531,183625958,57011449,13.01,0.0115,0.0009,13891,33259,51257,1177.78
SolDog,$MOONWAG,2023-03-14,addr645,0.0032,395096,12862,98612088,95433421,11.94,0.0045,0.0042,12453,26885,23221,7.14
ShibaLight,$SWOLEDOGE,2023-07-10,addr965,0.009,179209,12526,166043456,299406653,4.58,0.017,0.0034,11360,39182,85688,400.0
DogeSun,$WOOFSOL,2022-12-15,addr274,0.0018,490501,38293,74401530,127173950,10.87,0.0152,0.0051,6197,30908,28350,198.04
MoonWag,$FLOKI,2022-12-25,addr149,0.0004,282421,9080,161327640,112738197,4.76,0.0094,0.0046,6701,16116,28533,104.35
SolDog,$PEPEMOON,2023-03-14,addr959,0.0055,66141,39823,103647930,238248593,11.19,0.0188,0.0058,13477,13167,84994,224.14
SwoleDoge,$LOL,2023-03-30,addr999,0.0083,214589,32531,96970970,217398858,-2.63,0.0033,0.0068,8572,44807,24829,-51.47
MoonPug,$FLOKI,2022-12-15,addr526,0.0093,447728,41686,89272752,278950263,12.9,0.0052,0.0068,10010,24102,59418,-23.53
PugInu,$GIGGLE,2023-03-30,addr642,0.0057,212296,36930,66854633,163731976,-1.47,0.0031,0.0097,9233,16834,35035,-68.04
PepeMoon,$PEPE,2023-03-30,addr449,0.0094,62271,42726,110417211,223170734,-1.18,0.0027,0.0081,4687,24822,69361,-66.67
JokeSol,$GIGGLE,2022-12-25,addr864,0.004,365800,36461,90566982,157938673,1.53,0.006,0.0054,6765,46591,98459,11.11
MoonPug,$MOONWAG,2022-08-15,addr888,0.0027,248524,25830,132699351,67777674,-1.82,0.007,0.0082,13907,45659,68620,-14.63
LOLToken,$FLOKI,2023-06-15,addr74,0.0016,247398,28390,58177640,104004765,19.57,0.0196,0.0086,7882,13780,12963,127.91
SolDog,$SWOLEDOGE,2023-04-10,addr12,0.0052,327227,44182,143223468,110460328,13.45,0.0072,0.0019,7766,7330,70615,278.95
PepeSol,$CHEEMS,2023-01-18,addr743,0.0059,470021,47907,88038010,203486939,13.31,0.0073,0.0026,9950,48450,97876,180.77
SolCheems,$MEMEFLARE,2023-01-18,addr385,0.0042,375277,35330,136260876,151135587,-9.48,0.0192,0.0035,10911,48710,13195,448.57
SolCheems,$SHIBA,2023-06-15,addr806,0.0043,178465,12768,182057411,60223385,18.0,0.0066,0.006,12664,16978,96898,10.0
PugInu,$PEPE,2023-02-12,addr362,0.0094,475072,21814,129339515,204527657,17.72,0.0162,0.0031,8781,47787,59502,422.58
MeowInu,$INUSPARK,2023-08-01,addr506,0.0074,225567,31929,151957237,66996608,-6.28,0.0044,0.0061,3360,37152,66110,-27.87
JokeSol,$MOONWAG,2022-12-25,addr746,0.0014,101561,17233,150497788,98134980,0.07,0.0169,0.0055,14115,39624,88834,207.27
DogeSun,$MEOW,2021-04-05,addr689,0.0018,252531,38705,112042919,179604605,5.56,0.0112,0.0044,6562,9015,60590,154.55
DogeSun,$PUGINU,2023-01-05,addr154,0.0013,488060,10303,187399216,156387140,-1.46,0.0086,0.0005,8691,22060,14218,1620.0
JokeSol,$FLOKI,2023-03-30,addr757,0.0041,378823,7224,174232119,146193763,-2.56,0.0059,0.0068,14298,26303,92637,-13.24
FlokiSol,$GIGGLE,2021-04-05,addr492,0.0031,448433,46431,64368693,297572780,13.66,0.0094,0.0009,13096,27673,74944,944.44
PugInu,$CHEEMS,2023-02-12,addr913,0.0086,241592,39644,78535285,215605542,1.23,0.0138,0.0077,4023,22744,37431,79.22
InuSpark,$CHEEMS,2023-09-05,addr663,0.0058,445913,28986,130547082,184412269,-5.07,0.0024,0.0008,3751,38553,94981,200.0
PepeMoon,$FLOKI,2023-04-10,addr388,0.0095,200570,6378,178620018,282193093,-8.07,0.0106,0.0071,6543,41773,72343,49.3
MoonWag,$SOLDOG,2023-04-10,addr971,0.0016,367174,30733,154011302,98141925,5.33,0.0048,0.0053,11875,32060,86201,-9.43
SolCheems,$INUSPARK,2022-09-10,addr542,0.0044,129437,44324,99117736,225680274,-5.04,0.0193,0.0081,9425,23673,45987,138.27
MeowInu,$FLOKI,2022-11-20,addr961,0.006,445597,22067,96935270,222485102,14.72,0.0076,0.0096,8035,40917,58142,-20.83
InuSpark,$SHIBALIGHT,2021-04-05,addr427,0.009,239979,42577,140676068,246021444,2.14,0.0103,0.004,4970,42496,36534,157.5
ShibaLight,$SHIBA,2022-09-10,addr351,0.0014,163190,7968,175906774,295027679,-1.25,0.0036,0.0035,11233,40207,95887,2.86
WoofSol,$MOONWAG,2022-12-25,addr645,0.0009,105222,31280,85316698,146846294,18.03,0.0043,0.0018,7048,13041,58085,138.89
JokeSol,$PEPE,2023-01-18,addr377,0.0094,241309,13094,81132050,75722457,16.89,0.0157,0.0024,11367,31852,92595,554.17
PugInu,$MEOW,2022-08-15,addr728,0.0004,76411,30976,129875126,174915251,8.63,0.0047,0.0053,5652,22555,78638,-11.32
MemeFlare,$GIGGLE,2023-06-15,addr148,0.0073,477960,17369,143351567,264428209,2.7,0.0125,0.0053,13244,44814,49435,135.85
PepeSol,$SHIBALIGHT,2021-04-05,addr265,0.0074,60030,40437,138340579,262857572,3.41,0.0146,0.0044,9006,20924,38681,231.82
JokeSol,$SHIBA,2023-08-01,addr352,0.0029,450547,41601,90095665,142748411,6.53,0.0047,0.0036,7010,27374,28555,30.56
MoonPug,$CHEEMS,2023-08-01,addr113,0.0056,214367,8428,63840656,265348468,11.0,0.0106,0.009,11999,24204,97644,17.78
MoonWag,$CHEEMS,2022-11-20,addr737,0.0085,96331,44999,123769654,284165307,2.46,0.0118,0.0091,5270,39167,85950,29.67
ShibaLight,$WOOFSOL,2023-09-05,addr575,0.0068,173481,7970,198913351,289572723,1.44,0.0166,0.0012,10401,20921,21676,1283.33
JokeSol,$GIGGLE,2023-01-05,addr335,0.0068,371538,38265,99794949,199715941,-5.17,0.008,0.0045,10939,21917,46565,77.78
PepeSol,$SHIBALIGHT,2023-03-14,addr345,0.0013,241124,47418,148779755,274925123,-2.66,0.0095,0.0053,7004,24784,15046,79.25
PugInu,$MOONPUG,2022-08-15,addr477,0.0084,297651,33261,52937670,270137711,-2.44,0.0111,0.0039,11267,32061,96041,184.62
ChadCoin,$SHIBALIGHT,2023-03-30,addr794,0.0065,361937,39658,195481277,107737554,-4.15,0.0118,0.0093,6324,6544,71428,26.88
JokeSol,$PUGINU,2023-08-20,addr582,0.0012,473770,25337,105635397,292426860,12.1,0.0164,0.009,8624,19111,60844,82.22
JokeSol,$DOGESUN,2023-03-14,addr476,0.0086,348871,35971,90833283,230880556,-1.79,0.015,0.003,5549,46431,47432,400.0
MeowInu,$MEMEFLARE,2022-11-20,addr48,0.0069,106002,13289,133094132,255864186,8.44,0.013,0.005,14199,10127,62509,160.0
MeowInu,$FLOKI,2023-05-20,addr491,0.0019,317906,29285,156063363,247144375,-9.2,0.0138,0.007,4157,17420,49507,97.14
FlokiSol,$PEPEMOON,2023-06-15,addr140,0.0091,445661,15061,192658860,218701126,6.13,0.0081,0.0021,10257,25221,24854,285.71
MoonPug,$SOLDOG,2022-08-15,addr512,0.0097,275801,10016,131700579,241798313,12.52,0.0115,0.0043,13365,20907,56331,167.44
GiggleToken,$INUSPARK,2021-04-05,addr349,0.0049,388946,28633,166676327,181180779,20.0,0.0159,0.0054,3084,20348,83895,194.44
InuSpark,$PEPEMOON,2023-02-12,addr872,0.0016,246412,27561,179993577,291921696,19.36,0.0055,0.0061,10410,47908,18101,-9.84
JokeSol,$PEPEMOON,2023-07-10,addr491,0.0059,329936,20737,146037413,157593497,19.67,0.0032,0.0044,14876,29369,13154,-27.27
ChadCoin,$CHAD,2023-05-20,addr404,0.0037,413693,28984,173242659,121147679,-7.3,0.0067,0.0071,12525,14903,32073,-5.63
SolDog,$MEMEFLARE,2022-11-20,addr796,0.0027,260258,15617,88970907,148774032,9.95,0.0139,0.0074,13633,34547,55229,87.84
SolCheems,$SWOLEDOGE,2023-04-10,addr693,0.0041,277567,11948,142198667,123349228,12.12,0.0195,0.0076,3592,19393,79013,156.58
PepeSol,$SHIBA,2023-05-20,addr492,0.0068,498404,9451,124150887,104544177,-1.83,0.0012,0.0004,8981,13700,71852,200.0
MemeFlare,$WOOFSOL,2022-11-20,addr979,0.0072,405004,27399,157260656,224164544,10.45,0.0095,0.0014,6983,15077,87984,578.57
PepeSol,$SHIBA,2022-09-10,addr927,0.0072,159498,21456,82935466,154816704,-3.14,0.0011,0.0078,4492,29018,67669,-85.9
GiggleToken,$JOKESOL,2022-11-20,addr976,0.0084,311167,47978,80836459,207779729,-0.8,0.0039,0.0013,12477,22527,85871,200.0
MoonWag,$INUSPARK,2023-01-18,addr556,0.0029,415980,39393,186820988,213125615,8.44,0.012,0.0008,6218,10561,52354,1400.0
WoofSol,$PEPEMOON,2023-08-20,addr384,0.0053,491124,32871,159307743,100778062,18.18,0.0196,0.0005,9519,35598,50320,3820.0
MoonPug,$GIGGLE,2023-06-15,addr437,0.0056,455190,6007,185533366,292010713,17.45,0.0108,0.0024,4024,31235,44633,350.0
ShibaLight,$MOONWAG,2023-08-01,addr293,0.0077,484374,12721,189715370,295824386,12.9,0.0088,0.0084,10503,28960,20446,4.76
FlokiSol,$CHEEMS,2023-05-20,addr992,0.0017,136403,45238,146513048,183487515,18.56,0.0124,0.0015,8156,31583,80139,726.67
SwoleDoge,$SHIBA,2022-12-15,addr18,0.0049,146653,47730,149570546,92195726,13.26,0.0033,0.0095,3552,49752,75258,-65.26
LOLToken,$PEPE,2023-04-10,addr169,0.0033,236167,29547,148913949,56981889,-9.76,0.0079,0.0076,11391,46752,16193,3.95
WoofSol,$DOGESUN,2023-08-20,addr789,0.0014,225332,37563,196760875,239951033,19.45,0.0085,0.0026,8808,25273,22856,226.92
ChadCoin,$SWOLEDOGE,2022-08-15,addr49,0.0087,60278,43427,145883406,122902850,17.32,0.0031,0.0063,7453,8868,43189,-50.79
ChadCoin,$MEMEFLARE,2022-12-25,addr618,0.001,157490,37251,140226348,198365606,4.67,0.008,0.002,5144,40571,87377,300.0
JokeSol,$SOLDOG,2023-08-20,addr795,0.0002,292404,17951,98945092,105768874,-3.52,0.0086,0.0039,3249,33379,97246,120.51
SolDog,$MOONPUG,2023-01-05,addr822,0.008,474818,48025,180129998,272664705,3.77,0.0133,0.0064,7221,35894,62073,107.81
MoonPug,$FLOKI,2023-04-10,addr395,0.0075,335114,14167,89806666,164001944,-9.71,0.0182,0.004,4983,16505,78117,355.0
MoonPug,$JOKESOL,2023-04-10,addr180,0.0051,408183,21533,178589334,273815385,-7.51,0.0167,0.0081,7414,18718,27223,106.17
SolCheems,$JOKESOL,2022-06-25,addr730,0.0021,382562,26478,83003742,55462717,9.78,0.0024,0.0068,4846,12829,94466,-64.71
GiggleToken,$DOGESUN,2023-04-10,addr708,0.0029,239169,7775,159242307,79910434,-9.94,0.0093,0.0019,13140,46285,99763,389.47
PugInu,$MOONPUG,2022-11-20,addr941,0.0087,278122,34572,179601666,58638996,0.2,0.0012,0.0005,9135,43009,95853,140.0
PepeMoon,$FLOKI,2023-03-30,addr788,0.0003,80282,31432,191980092,192588241,1.1,0.0069,0.0044,11506,42003,93950,56.82
MeowInu,$CHAD,2023-01-18,addr764,0.0032,185052,28068,189333804,169330116,7.88,0.0083,0.007,3327,23227,35759,18.57
SolCheems,$FLOKI,2023-03-30,addr244,0.0069,242878,47182,78860453,199042911,3.29,0.0174,0.0033,12036,48288,74541,427.27
JokeSol,$CHAD,2023-09-05,addr876,0.0051,217967,29724,183028455,251485446,-9.42,0.0099,0.0005,7599,26225,65812,1880.0
MeowInu,$FLOKI,2021-04-05,addr205,0.0018,57802,15881,74542217,150996388,-4.71,0.0174,0.0038,4295,29139,82196,357.89
SwoleDoge,$FLOKI,2022-06-25,addr862,0.0015,115603,15965,94030068,193471147,15.64,0.0188,0.0051,12085,29011,76345,268.63
JokeSol,$INUSPARK,2022-08-15,addr295,0.0058,466282,19765,84142157,53933639,7.4,0.0115,0.008,6581,40457,44798,43.75
FlokiSol,$MOONWAG,2022-04-22,addr520,0.0068,394322,47461,53254495,210267130,8.0,0.0176,0.003,7818,8121,89821,486.67
ChadCoin,$MOONPUG,2023-02-12,addr8,0.0024,166399,47626,178794538,266051944,14.09,0.0144,0.0054,9524,12346,47209,166.67
ShibaSol,$MOONWAG,2023-08-20,addr82,0.0062,119950,14527,187796295,74167880,-1.95,0.017,0.0071,10209,7039,40052,139.44
SolDog,$LOL,2022-06-25,addr649,0.0025,455630,10596,180127110,111179490,12.05,0.0136,0.0057,14197,42241,21864,138.6
ChadCoin,$CHEEMS,2023-07-10,addr626,0.0095,189095,33147,123003278,269737768,9.03,0.0035,0.0064,5894,38435,30059,-45.31
ShibaLight,$PEPEMOON,2023-01-05,addr310,0.0055,182414,36473,124554852,101367139,-0.42,0.0178,0.0089,5644,35293,74023,100.0
ShibaSol,$SHIBA,2022-12-25,addr613,0.0034,177549,8688,76784498,54285709,8.1,0.0118,0.0016,9771,11074,42387,637.5
ChadCoin,$SWOLEDOGE,2023-07-10,addr952,0.005,420786,11597,102370480,127893227,-1.73,0.0086,0.0051,8396,27102,92166,68.63
SolDog,$INUSPARK,2023-04-10,addr409,0.0032,114182,40892,50038284,50022665,1.72,0.0129,0.0068,5638,33273,26400,89.71
PepeMoon,$MOONPUG,2022-11-20,addr458,0.0068,96598,29398,131891073,71156480,-6.92,0.0157,0.0064,9235,11779,80625,145.31
PepeMoon,$SWOLEDOGE,2023-08-01,addr732,0.0056,410754,34053,127851470,217511413,17.22,0.0045,0.0082,10540,45198,37206,-45.12
MoonWag,$SWOLEDOGE,2023-09-05,addr161,0.004,307080,13395,196005131,258260747,-2.01,0.0068,0.0083,7106,26516,96248,-18.07
MoonWag,$SWOLEDOGE,2022-12-25,addr747,0.0056,122653,24609,173612462,120606802,-6.47,0.0084,0.0095,13224,39724,95948,-11.58
InuSpark,$MEOW,2021-04-05,addr226,0.0042,169465,45062,71769028,93447690,-2.84,0.0186,0.0029,12790,22572,79562,541.38
GiggleToken,$LOL,2023-08-20,addr429,0.0062,93910,47655,85878822,295921379,8.74,0.0089,0.006,11178,12442,84146,48.33
SolDog,$FLOKI,2023-03-30,addr872,0.0046,249323,38146,52172586,76775594,1.39,0.0053,0.0057,7518,5657,70714,-7.02
SolCheems,$PUGINU,2023-04-10,addr2,0.0035,496179,7693,55068365,201860173,11.9,0.019,0.0035,10042,17407,25008,442.86
PugInu,$MOONWAG,2022-08-15,addr149,0.0054,271228,18224,178938973,137266630,3.73,0.0085,0.001,11823,48073,96806,750.0
SwoleDoge,$SWOLEDOGE,2022-12-15,addr770,0.0046,421822,36782,112733010,207316350,-3.34,0.0164,0.0052,9846,42884,68554,215.38
MeowInu,$PEPE,2023-02-12,addr818,0.0032,205093,40964,81295451,81248473,18.55,0.0154,0.0092,3195,6455,77751,67.39
SolCheems,$MEOW,2023-01-18,addr126,0.0062,406415,41682,63707620,52003848,-9.28,0.0041,0.0019,3471,27294,63902,115.79
WoofSol,$MOONWAG,2022-04-22,addr40,0.0021,163941,48811,55565683,80604328,-0.33,0.0137,0.002,8968,31211,99279,585.0
MoonWag,$CHAD,2023-03-14,addr768,0.0016,432085,37153,119840278,250574716,-1.34,0.015,0.0075,9535,39752,23911,100.0
FlokiSol,$SOLDOG,2022-11-20,addr162,0.0021,70366,37181,185517611,205802574,4.18,0.0168,0.0073,4902,17822,46185,130.14
PepeSol,$MEOW,2023-06-15,addr123,0.0058,239991,35598,157498872,174613088,17.88,0.0032,0.0022,10347,28079,69688,45.45
PepeMoon,$INUSPARK,2022-12-15,addr59,0.0018,424659,19923,190912521,137569222,18.46,0.0138,0.0094,14809,32941,59629,46.81
SwoleDoge,$SHIBALIGHT,2023-09-05,addr288,0.0041,79018,5950,103960856,131733998,3.06,0.0178,0.005,12459,42693,32895,256.0
JokeSol,$JOKESOL,2023-01-05,addr82,0.0096,434578,30618,102465176,84713096,-5.67,0.0125,0.0003,6830,44135,41138,4066.67
MoonWag,$INUSPARK,2023-02-12,addr556,0.0064,300671,25528,166024276,203837743,10.02,0.0076,0.0054,5939,15512,27286,40.74
PugInu,$SOLDOG,2022-08-15,addr586,0.0082,99558,28507,82960379,61191985,9.1,0.0056,0.0017,4487,49907,90050,229.41
MoonWag,$MOONPUG,2022-09-10,addr463,0.007,149584,38932,86085914,168236407,6.64,0.0156,0.0092,10078,30341,89970,69.57
MoonPug,$MEMEFLARE,2023-03-30,addr53,0.0048,287327,41901,51229682,225259392,9.41,0.0105,0.0001,11146,12094,79458,10400.0
WoofSol,$GIGGLE,2023-01-05,addr922,0.0088,135078,36774,91239930,260534660,-2.37,0.0037,0.006,13178,28099,34133,-38.33
InuSpark,$SWOLEDOGE,2023-04-10,addr637,0.0027,409373,34330,150491426,257999957,-9.51,0.0125,0.0028,13986,28953,72234,346.43
WoofSol,$PEPEMOON,2023-05-20,addr103,0.004,158507,23494,69258210,262775934,10.73,0.0167,0.005,11729,10835,41436,234.0
MoonWag,$MEOW,2022-11-20,addr180,0.0096,373060,14370,194843942,64795039,-1.59,0.0096,0.0074,13692,12341,70979,29.73
